batch_reward,critic_loss,episode,episode_reward,eps,fps,step
0.05935165829696627,0.04030280298455943,9.0,3.0,0.9901595539033456,14.666467503097328,1772
0.061883585295743414,0.037099213585671455,10.0,2.0,0.94888,9.522061081524216,1997
0.06662571620610025,0.03750689818903252,11.0,0.0,0.9164800000000005,9.166747976217819,2132
0.05643282954891523,0.0324784237149077,12.0,0.0,0.89191,8.924770852240643,2270
0.054426579000232934,0.030765381246036685,13.0,0.0,0.8666199999999998,9.197188401392873,2413
0.060830418797871794,0.030424852193571814,14.0,2.0,0.8319699999999998,9.12107035346335,2655
0.051097901317256465,0.023694460369922496,15.0,0.0,0.7980399999999996,9.14335320151608,2790
0.06030991967220033,0.023979140326253885,16.0,4.0,0.7607800000000001,8.896706632647126,3069
0.053406661429198074,0.0206631688823831,17.0,0.0,0.72298,9.210731789824127,3210
0.06555821280453714,0.021701796476724485,18.0,2.0,0.6925599999999992,9.005700642259987,3407
0.05366357072189297,0.016743415960629192,19.0,1.0,0.65737,9.122111533989665,3601
0.057556321474243395,0.016122529701104168,20.0,1.0,0.6254199999999999,9.049735590414677,3762
0.063630228588248,0.016476437863756847,21.0,0.0,0.5986900000000005,8.18830707727116,3898
0.0579527748188564,0.0150690432865876,22.0,0.0,0.5735800000000003,8.31221698211264,4041
0.05644064905416024,0.013398315831038513,23.0,1.0,0.5436100000000003,9.063159396540552,4231
0.05878689397303831,0.01302926211723215,24.0,1.0,0.5113900000000002,8.800549572341415,4399
0.05602510941106004,0.011614567999328886,25.0,0.0,0.4824099999999995,8.796449797101847,4553
0.055843666688395806,0.012785716236416752,26.0,2.0,0.44983000000000006,8.466482543619238,4761
0.06047388561875434,0.011882604623364436,27.0,1.0,0.4144599999999997,8.164022536030927,4946
0.05120953165597337,0.010583701117224443,28.0,0.0,0.38556999999999997,7.659234835617082,5082
0.0560797790880315,0.01097050357639091,29.0,1.0,0.35892999999999997,8.441704633805712,5242
0.05736876341203848,0.01072355807286151,30.0,0.0,0.3326499999999999,8.700846170169703,5374
0.053417632987430276,0.009574792145805295,31.0,2.0,0.29899000000000014,8.466836390180033,5616
0.055573737533562935,0.00902810107920442,32.0,3.0,0.25543000000000005,8.254023352420946,5858
0.054680400528013706,0.009950671481254341,33.0,1.0,0.21780999999999998,8.798174731315981,6034
0.057265876702922214,0.009561655483876833,34.0,1.0,0.18604000000000007,8.905887186284293,6211
0.05910118773854414,0.00833920898587733,35.0,1.0,0.1481500000000001,8.344747460152881,6455
0.057395931803013965,0.007888678579753184,36.0,1.0,0.10828391304347879,8.534816531907992,6685
0.0563278743962072,0.007346529498661183,37.0,3.0,0.10000000000000041,8.069710871093518,6950
0.05320198197891428,0.007659314765160988,38.0,1.0,0.09999999999999988,8.701326967457776,7126
0.05750597954604281,0.007012554271573043,39.0,3.0,0.10000000000000077,8.870658703257623,7541
0.05572458427719852,0.006110764658754511,40.0,0.0,0.09999999999999996,8.458337442477404,7727
0.059982890671450795,0.006168138653626793,41.0,3.0,0.10000000000000049,9.051074425318925,8019
0.05625324028550215,0.00579215402926434,42.0,1.0,0.10000000000000053,9.13836016030851,8325
0.05591480904108574,0.005443398222660205,43.0,2.0,0.1000000000000007,8.72522170568895,8697
0.059106403681011326,0.005065203289953335,44.0,6.0,0.10000000000000042,7.912506272314185,8969
0.0574574347596832,0.005172795664863689,45.0,2.0,0.1000000000000006,7.711732147916963,9296
0.05884429639937349,0.005058805532536038,46.0,2.0,0.10000000000000037,7.9193722519095875,9553
0.05916995387875809,0.004843432582774252,47.0,3.0,0.10000000000000041,9.074473855659532,9818
0.05756244322937318,0.005070875868258413,48.0,1.0,0.10000000000000045,9.018854121604308,10095
0.06126388038486935,0.0043414518036771306,49.0,1.0,0.10000000000000017,8.804213734894034,10310
0.0615451296633583,0.004773118993330557,50.0,3.0,0.1000000000000005,8.228294054987511,10605
0.05723962832199431,0.00436701786961278,51.0,1.0,0.09999999999999987,8.830676646524507,10779
0.05849426639765375,0.0042189906080123745,52.0,2.0,0.10000000000000028,8.989631389228384,11016
0.058215908453955,0.004373451447463594,53.0,1.0,0.10000000000000048,7.9994078650626355,11304
0.05685874352584014,0.00400115465178985,54.0,1.0,0.09999999999999996,8.681443118712147,11489
0.05990229053101663,0.004186212542017215,55.0,3.0,0.10000000000000049,6.812672767830846,11779
0.058741590205942634,0.0038444100419652806,56.0,1.0,0.10000000000000023,8.026269588494465,12005
0.06200770748546347,0.003976713661540998,57.0,4.0,0.10000000000000057,8.41960155314481,12325
0.06110962728263846,0.004053579021621923,58.0,3.0,0.10000000000000056,9.150141080122308,12639
0.05851625143795421,0.0037544824444921687,59.0,1.0,0.10000000000000024,9.135135870941255,12867
0.05726312825249301,0.004002964028246663,60.0,1.0,0.10000000000000006,9.166274142738137,13065
0.06315265844979277,0.0033832537998281192,61.0,2.0,0.10000000000000038,8.825588732433154,13326
0.060158991291388575,0.00339883279581889,62.0,2.0,0.10000000000000053,8.821217212032254,13632
0.060687463156470695,0.0033399095345760556,63.0,2.0,0.10000000000000049,8.381047663558673,13924
0.06173950700531249,0.003318023045254074,64.0,4.0,0.10000000000000082,8.271362012021113,14375
0.06677615821388537,0.0034329555523784265,65.0,1.0,0.10000000000000045,8.416969894949062,14651
0.06189669401771048,0.0032291386905410214,66.0,0.0,0.09999999999999977,8.563339816016619,14815
0.06118369306140876,0.0030230806742610594,67.0,1.0,0.09999999999999994,9.374215488814528,14997
0.06021116913965084,0.0031012603498722364,68.0,3.0,0.10000000000000081,8.462098581201687,15444
0.05592501235549294,0.0028526493451430553,69.0,1.0,0.09999999999999981,9.572821391771631,15612
0.060017787652769924,0.0027648746891176744,70.0,1.0,0.10000000000000014,9.725939527453962,15823
0.06219326787137911,0.002877590542070196,71.0,1.0,0.10000000000000057,9.83539503922856,16144
0.05902177808818474,0.0025948702939405576,72.0,1.0,0.10000000000000053,8.950499035447702,16450
0.057282879057207275,0.0030527488893962334,73.0,2.0,0.10000000000000046,8.11189879057877,16730
0.06048128135236246,0.0029693884274337857,74.0,0.0,0.10000000000000005,8.443194631775183,16926
0.054692031468249976,0.0026439988247898686,75.0,2.0,0.10000000000000035,8.487065980941233,17178
0.06066101952559418,0.002590928349850906,76.0,5.0,0.10000000000000082,8.17532011153338,17628
0.06447629977745065,0.0028876201883399275,77.0,4.0,0.10000000000000062,8.440372705919335,17966
0.05866340218362079,0.002954678396539142,78.0,2.0,0.10000000000000075,9.083058037518207,18368
0.058918434814209254,0.002997633215272799,79.0,2.0,0.1000000000000006,9.107420793332004,18696
0.056914502365172516,0.002480130863604041,80.0,1.0,0.10000000000000005,8.90442421268414,18892
0.06609471687059625,0.0025974931961545407,81.0,3.0,0.1000000000000006,8.692269502746571,19224
0.06139903897658373,0.0026492202141059516,82.0,2.0,0.10000000000000073,9.00047258877794,19614
0.06159506387570325,0.002470380119091637,83.0,2.0,0.1000000000000007,9.668095315024273,19988
0.06316446211873268,0.0027407657355070112,84.0,6.0,0.10000000000000087,9.672795583403472,20478
0.06272170197583611,0.002639447650897993,85.0,3.0,0.10000000000000092,9.282447276795285,21019
0.06239272366941634,0.0029921964256643466,86.0,0.0,0.09999999999999994,9.66478521996463,21200
0.054426767832403695,0.002819673458932181,87.0,0.0,0.10000000000000042,9.75699635114507,21471
0.061633781583350936,0.0024041212308457847,88.0,3.0,0.10000000000000056,9.729357528387629,21785
0.0635539305116263,0.002552848595977404,89.0,1.0,0.10000000000000073,9.76641033901952,22174
0.0604714156672506,0.002583842187437533,90.0,2.0,0.10000000000000053,9.772827853832675,22477
0.05931840087522031,0.002517839909243765,91.0,2.0,0.10000000000000062,9.775984845886539,22814
0.06477271568067249,0.002631131585330031,92.0,1.0,0.10000000000000052,9.777249200494504,23115
0.06182359659438392,0.0024341671132897757,93.0,1.0,0.1000000000000006,9.584918741576038,23447
0.05786740961939769,0.002534211883706538,94.0,2.0,0.10000000000000041,8.474857645792982,23713
0.058178178350470344,0.002319872294230243,95.0,1.0,0.10000000000000066,8.839251633361972,24064
0.06223882317777958,0.0022460043869245595,96.0,1.0,0.1000000000000002,8.01114369477245,24286
0.05734325101585092,0.002225486419419233,97.0,0.0,0.10000000000000041,8.298755687462048,24552
0.05969022668898106,0.0021270644162238264,98.0,2.0,0.10000000000000052,8.612301390029554,24852
0.061659179290062656,0.0021659272714910625,99.0,0.0,0.1000000000000001,9.40516260249644,25056
0.054498537426947484,0.002078195949555569,100.0,1.0,0.10000000000000062,9.472066173406867,25392
0.05995475034273806,0.002132624716106211,101.0,2.0,0.10000000000000056,9.518412500551852,25707
0.054681592747907744,0.0021135627310617236,102.0,1.0,0.1000000000000002,9.467570555005997,25927
0.06066209864741117,0.0022502043903733517,103.0,1.0,0.10000000000000023,9.436257282631427,26154
0.06084094683869958,0.002161304841554342,104.0,2.0,0.10000000000000042,9.484293817291464,26425
0.05861509276178627,0.0023860914245143377,105.0,3.0,0.1000000000000004,9.49828914855751,26688
0.05899305339620645,0.0021501053641809972,106.0,1.0,0.10000000000000034,9.529504070004148,26939
0.05500223672450961,0.0021444929881578745,107.0,2.0,0.10000000000000073,9.500384328766378,27330
0.058710048117586594,0.0021069527312469545,108.0,2.0,0.1000000000000006,9.539565173369791,27657
0.058304900258779525,0.0019497509088056784,109.0,3.0,0.1000000000000007,9.523179261045163,28032
0.05902765063914244,0.002104116137082963,110.0,1.0,0.10000000000000071,9.537431122996296,28415
0.05956363698674573,0.0020769820717744464,111.0,3.0,0.10000000000000027,9.479508089488123,28649
0.05938272451011228,0.0020665456412169874,112.0,2.0,0.10000000000000066,9.541262313369037,29004
0.06072209443244123,0.002088314548168408,113.0,4.0,0.10000000000000073,9.596009073373299,29392
0.06262164922191366,0.0020682339323684572,114.0,4.0,0.10000000000000088,9.154625434540577,29897
0.056035413677173275,0.002008003357187764,115.0,5.0,0.10000000000000075,8.94526808171331,30300
0.06196886684915741,0.002200330063927597,116.0,1.0,0.10000000000000005,9.387377292232115,30497
0.06377660608475243,0.0022610392830041083,117.0,1.0,0.10000000000000014,9.558333372664787,30708
0.059319938270327374,0.002197235463558158,118.0,5.0,0.1000000000000009,9.804633873613914,31215
0.060809846585487715,0.0020079126778436386,119.0,3.0,0.1000000000000008,9.78892484069365,31649
0.060049441459767046,0.002103217663813105,120.0,2.0,0.1000000000000007,9.811538292100545,32025
0.06081805648954259,0.0021710681554095667,121.0,1.0,0.10000000000000003,9.727731767061217,32219
0.0590910548426189,0.0020537232558339932,122.0,0.0,0.10000000000000063,9.813556557242352,32560
0.05990560572498884,0.002162653015544399,123.0,0.0,0.09999999999999974,9.727161872296264,32716
0.05448850704719721,0.001970513702082838,124.0,2.0,0.10000000000000053,9.116712989082089,33019
0.05986468657395061,0.00216512542042159,125.0,2.0,0.10000000000000005,9.65633399503036,33215
0.06178483330292405,0.0020192001092457575,126.0,0.0,0.10000000000000002,9.74670979585181,33408
0.058834152177608616,0.002112506890891179,127.0,3.0,0.1000000000000007,9.807723034650447,33785
0.0621296866622761,0.0021032097987093343,128.0,3.0,0.10000000000000032,9.803533964377747,34031
0.06233099067808956,0.002037380554230477,129.0,2.0,0.10000000000000063,9.825203456413055,34370
0.05708299025827567,0.0020476975278223204,130.0,1.0,0.10000000000000023,9.798007327818217,34597
0.061120177337057366,0.001975671500155965,131.0,0.0,0.1000000000000003,9.848739254100304,34838
0.05916017607025998,0.001975382736992814,132.0,1.0,0.10000000000000053,9.845863638337267,35142
0.05999810971474091,0.0018430973794926538,133.0,1.0,0.10000000000000002,9.745654073943678,35335
0.05663647676225413,0.0018053586612619586,134.0,3.0,0.10000000000000066,9.8255707590132,35687
0.059980663296566705,0.0019473905043068372,135.0,2.0,0.10000000000000019,9.54052735167679,35906
0.06362099476703784,0.002033751446855959,136.0,0.0,0.1000000000000001,9.743447050089646,36111
0.05854713977817949,0.0019258303455481419,137.0,2.0,0.1000000000000005,9.764909129715168,36407
0.05930388758791664,0.0020322239418840158,138.0,5.0,0.10000000000000073,9.720396744877604,36794
0.06182436475993237,0.002254115654299617,139.0,3.0,0.10000000000000064,9.800294344624675,37140
0.05985693548746566,0.0020299201355652606,140.0,1.0,0.10000000000000027,9.731350606042406,37375
0.05354102404232611,0.002042385510765343,141.0,0.0,0.10000000000000048,9.702311614015704,37660
0.05831611350858732,0.0018702409562094892,142.0,2.0,0.10000000000000035,9.747274747785202,37912
0.06011227967739763,0.0018899481722115688,143.0,4.0,0.10000000000000082,9.760250321727904,38365
0.06251805763559293,0.0019971700193157165,144.0,2.0,0.10000000000000005,9.627759487820716,38562
0.05882783819594093,0.00195345768124507,145.0,2.0,0.10000000000000069,9.567005609335366,38932
0.061068806093748956,0.0019943774398290654,146.0,0.0,0.10000000000000045,9.611421042078428,39210
0.05753046624426149,0.0019289515444881513,147.0,2.0,0.10000000000000027,9.775087339321166,39444
0.05823167690333225,0.001949555765119914,148.0,2.0,0.10000000000000037,9.726712786349218,39701
0.057793520009558355,0.0018961371124067278,149.0,1.0,0.1000000000000005,9.775933551997197,39994
0.060964259500433875,0.002017447564867325,150.0,3.0,0.10000000000000055,9.675332548973536,40302
0.061361132238505534,0.0020904367701890378,151.0,4.0,0.10000000000000063,9.817687208678151,40645
0.06037126121421655,0.0020210820542272637,152.0,0.0,0.10000000000000048,9.74769179704534,40930
0.06176980171814066,0.0021173796768432476,153.0,0.0,0.1000000000000006,9.715809606989039,41261
0.05689818284323288,0.0019696573241113533,154.0,1.0,0.1000000000000005,9.807933779346632,41557
0.05466983038311203,0.0021041262885167574,155.0,3.0,0.10000000000000052,9.551903942412524,41857
0.05784757715805727,0.0018803370941669502,156.0,2.0,0.10000000000000037,3.9023209860925494,42114
0.06288469065762924,0.0019342334975415568,157.0,2.0,0.10000000000000046,9.59670314897574,42395
0.06138923555749272,0.0020680499258835653,158.0,2.0,0.1000000000000006,9.752472418979021,42722
0.05080088570473656,0.001997635836408834,159.0,1.0,0.09999999999999996,9.717031167180735,42908
0.059151723125918966,0.0017750551210230668,160.0,1.0,0.10000000000000031,9.725164546218917,43152
0.06415241632505127,0.0017951206328294608,161.0,1.0,0.10000000000000014,9.721504603442662,43364
0.059702969442113195,0.001994947598285345,162.0,4.0,0.1000000000000006,9.707766123464348,43693
0.06234721891928976,0.0019932745041539115,163.0,4.0,0.10000000000000075,9.766902063927184,44101
0.0593205649649851,0.0018747548363764897,164.0,4.0,0.10000000000000077,9.767705503619304,44513
0.059007151704929824,0.0018268429946069003,165.0,5.0,0.1000000000000008,9.791935909760044,44944
0.06362793704125096,0.0020340206866738585,166.0,3.0,0.10000000000000041,9.792617191166137,45211
0.059072868475519805,0.002067242904294438,167.0,3.0,0.10000000000000034,9.754689364699967,45462
0.0571835620145573,0.0018957355415131743,168.0,1.0,0.10000000000000031,9.795174505127513,45706
0.06266956949133638,0.0019457012822385877,169.0,3.0,0.10000000000000073,9.790518419916861,46092
0.06307208890682214,0.002051108482545752,170.0,3.0,0.10000000000000069,9.803661080965982,46457
0.06154040716176212,0.001897104342745087,171.0,1.0,0.10000000000000035,9.804599407380858,46710
0.06062409189771345,0.0019331242995024648,172.0,2.0,0.10000000000000074,9.682148953356746,47107
0.05942134313109155,0.0019134939289329308,173.0,3.0,0.1000000000000005,8.681321635392933,47403
0.06423022844338495,0.002028345858266939,174.0,1.0,0.10000000000000053,9.671054318782987,47707
0.06141365911397669,0.0019258287366095896,175.0,4.0,0.10000000000000042,9.63971842022733,47977
0.06567544591854568,0.0017152935173793662,176.0,2.0,0.10000000000000017,9.478694163835362,48193
0.06296739906944318,0.0019184139806589125,177.0,7.0,0.10000000000000082,9.28853267594409,48646
0.06519434895945017,0.0018896426187053562,178.0,1.0,0.10000000000000069,9.84262661822937,49013
0.05837494510297592,0.0018320431766019633,179.0,2.0,0.10000000000000038,9.82943908962938,49273
0.06407006917514775,0.001946452237371941,180.0,3.0,0.10000000000000046,9.605456407417883,49556
0.06252777911810108,0.0017853396973532226,181.0,4.0,0.10000000000000078,9.781509565508953,49982
0.06570769207897836,0.0019111305634347544,182.0,2.0,0.10000000000000062,9.670577844377949,50316
0.062401251473392434,0.0021078305662040994,183.0,0.0,0.10000000000000012,9.698008164615413,50524
0.06510636853422486,0.0019045462877072636,184.0,4.0,0.10000000000000066,9.772286919326465,50878
0.06234550277709844,0.0019170172945307531,185.0,2.0,0.1000000000000009,9.553686029349057,51386
0.0589643280173457,0.0018458292372172786,186.0,2.0,0.10000000000000038,9.734717314943785,51644
